u,v,key,osmid,oneway,lanes,ref,name,highway,maxspeed,length,geometry,junction,tunnel
2618214541,250913721,0,285555017,True,,,Calle 69,residential,40,12.328,"LINESTRING (-57.9252001 -34.9229435, -57.9251095 -34.9228612)",,
2618214545,2618214546,0,272586191,True,,,Avenida 1,secondary,60,137.753,"LINESTRING (-57.924066 -34.9237827, -57.9229443 -34.9246127)",,
2618214545,249768006,0,272586192,True,,,Calle 70,residential,40,134.223,"LINESTRING (-57.924066 -34.9237827, -57.9250524 -34.9246788)",,
2618214546,250913716,0,272586238,False,,,Calle 71,residential,40,12.322,"LINESTRING (-57.9229443 -34.9246127, -57.9228538 -34.9245304)",,
2618214546,250913713,0,285554505,True,2,,Avenida 1,secondary,60,136.42600000000002,"LINESTRING (-57.9229443 -34.9246127, -57.92193 -34.9253632, -57.9218334 -34.9254347)",,
2635165834,2714068815,0,285554727,True,2,,Diagonal 74,secondary,60,9.428,"LINESTRING (-57.9555561 -34.9070981, -57.9555514 -34.9071828)",,
2635165834,6127586008,0,285554945,True,,,Calle 5,residential,40,6.699,"LINESTRING (-57.9555561 -34.9070981, -57.9555016 -34.9071385)",,
2635165843,2714068819,0,285554742,True,2,,Diagonal 74,secondary,60,15.465,"LINESTRING (-57.955447 -34.9087975, -57.9554384 -34.9089364)",,
2635165843,249718456,0,285554991,True,2,,Calle 6,residential,40,127.191,"LINESTRING (-57.955447 -34.9087975, -57.9564841 -34.9080326)",,
2651969885,249039707,0,308311810,True,3,055-10,Avenida 32,primary,60,32.026,"LINESTRING (-57.9765178 -34.9066438, -57.9767542 -34.9068568)",,
2651969885,2651969888,0,259744850,True,,,Calle 14,residential,40,44.834,"LINESTRING (-57.9765178 -34.9066438, -57.9765478 -34.9068244, -57.976429 -34.9070227)",,
2651969888,249039690,0,259744850,True,,,Calle 14,residential,40,30.278000000000002,"LINESTRING (-57.976429 -34.9070227, -57.9761786 -34.9071428, -57.9761424 -34.9071602)",,
2654551548,2654551549,0,260003688,True,,,Calle 71 Bis,residential,40,129.053,"LINESTRING (-57.9437109 -34.9448678, -57.944649 -34.9457371)",,
2654551548,253719375,0,653838903,True,,,Calle 22,residential,40,48.949000000000005,"LINESTRING (-57.9437109 -34.9448678, -57.9435818 -34.9449699, -57.9435032 -34.9451403, -57.9435145 -34.9452509)",,
2654551549,253617576,0,23376135,True,,,Calle 23,residential,40,103.429,"LINESTRING (-57.944649 -34.9457371, -57.9454914 -34.9451139)",,
2659553870,4771931461,0,308311784,True,,,Calle 50,residential,40,24.887,"LINESTRING (-57.9571004 -34.9215509, -57.9572778 -34.921721)",,
2659553870,3723980155,0,719084447,True,1,,Diagonal 73,secondary,40,33.255,"LINESTRING (-57.9571004 -34.9215509, -57.9570159 -34.921543, -57.9567362 -34.9215442)",,
2659553873,4756736898,0,719084448,True,1,,Diagonal 73,secondary,40,42.989,"LINESTRING (-57.9589182 -34.9216431, -57.9584475 -34.9216204)",,
2659553873,253397923,0,719084440,True,,,Calle 15,residential,40,17.112000000000002,"LINESTRING (-57.9589182 -34.9216431, -57.9590185 -34.9215739, -57.9590618 -34.921544)",,
2659553877,4756736895,0,285554709,True,1,,Diagonal 73,secondary,40,98.468,"LINESTRING (-57.9610276 -34.921727, -57.9599484 -34.9216927)",,
2659553877,253397951,0,285554800,True,,,Calle 16,residential,40,70.483,"LINESTRING (-57.9610276 -34.921727, -57.9604595 -34.9221569)",,
2659553878,253398150,0,287312640,True,,,Calle 45,residential,40,130.888,"LINESTRING (-57.9653327 -34.921798, -57.9643438 -34.9209447)",,
2659553878,2659553881,0,719084445,True,1,,Diagonal 73,secondary,40,12.871,"LINESTRING (-57.9653327 -34.921798, -57.9654737 -34.9218037)",,
2659553879,2659553877,0,285554709,True,1,,Diagonal 73,secondary,40,58.092,"LINESTRING (-57.9616643 -34.921747, -57.9610276 -34.921727)",,
2659553879,253397926,0,285554928,True,,,Calle 47,residential,40,17.567999999999998,"LINESTRING (-57.9616643 -34.921747, -57.9616315 -34.9217182, -57.9615897 -34.9216816, -57.9615327 -34.9216316)",,
2659553881,253099896,0,287312765,True,,,Calle 18,residential,40,129.203,"LINESTRING (-57.9654737 -34.9218037, -57.9665244 -34.921024)",,
2659553881,253099878,0,719084445,True,1,,Diagonal 73,secondary,40,103.44800000000001,"LINESTRING (-57.9654737 -34.9218037, -57.9660357 -34.92182, -57.9666079 -34.921828)",,
2659553886,9377026579,0,287312765,True,,,Calle 18,residential,40,12.806,"LINESTRING (-57.9652982 -34.921937, -57.9654012 -34.9218587)",,
2659553886,4756736892,0,719084444,True,1,,Diagonal 73,secondary,40,164.902,"LINESTRING (-57.9652982 -34.921937, -57.9634929 -34.9218463)",,
2659553890,253397928,0,260472676,True,1,,Diagonal 73,secondary,40,100.949,"LINESTRING (-57.9665992 -34.9219772, -57.9654929 -34.92194)",,
2659553890,253099878,0,272846181,True,,,Plaza Miguel de Azcuénaga,secondary,40,16.609,"LINESTRING (-57.9665992 -34.9219772, -57.9666028 -34.921915, -57.9666063 -34.9218554, -57.9666079 -34.921828)",,
2684074863,251033880,0,271826409,True,2,055-10,Boulevard 81,primary,60,44.761,"LINESTRING (-57.952676 -34.9510153, -57.9521854 -34.9509967)",,
2684074863,2601160543,0,271826407,True,2,,Diagonal 74,secondary,60,65.055,"LINESTRING (-57.952676 -34.9510153, -57.9527024 -34.950752, -57.9527235 -34.9504316)",,
2684074864,2684074863,0,271826403,True,3,055-10,Boulevard 81,primary,60,13.623,"LINESTRING (-57.9528252 -34.9510227, -57.952676 -34.9510153)",,
2684074864,3540371167,0,271826404,True,2,,Diagonal 74,secondary,60,67.628,"LINESTRING (-57.9528252 -34.9510227, -57.9528016 -34.9513782, -57.9527849 -34.95163)",,
2694690297,2760842071,0,278134867,True,3,055-10,Boulevard 83,primary,60,47.083,"LINESTRING (-57.9569896 -34.892443, -57.9564764 -34.8923972)",,
2694690297,2760842073,0,452316337,True,,,Calle 118,residential,40,65.366,"LINESTRING (-57.9569896 -34.892443, -57.9564513 -34.8928311)",,
2701241278,249767979,0,264446985,True,,,Calle 58,residential,40,126.593,"LINESTRING (-57.9396017 -34.9154176, -57.9386675 -34.9145754)",,
2701241278,2618213865,0,285554755,True,2,,Diagonal 79,secondary,60,18.644,"LINESTRING (-57.9396017 -34.9154176, -57.9398057 -34.915429)",,
2701243183,2601160428,0,285554695,True,1,,Diagonal 73,secondary,40,102.056,"LINESTRING (-57.9491603 -34.9211523, -57.9502779 -34.9212038)",,
2701243183,249417083,0,308311787,True,,,Calle 56,residential,40,67.548,"LINESTRING (-57.9491603 -34.9211523, -57.9486637 -34.9207015)",,
2701243185,249417091,0,308311817,True,1,,Diagonal 73,secondary,40,123.318,"LINESTRING (-57.9493042 -34.921283, -57.9479532 -34.9212296)",,
2701243185,2701243183,0,308311786,True,,,Calle 56,residential,40,19.58,"LINESTRING (-57.9493042 -34.921283, -57.9492432 -34.9212275, -57.9491603 -34.9211523)",,
2714068778,249752874,0,548450851,True,,,Calle 54,residential,40,11.223,"LINESTRING (-57.9410832 -34.9112169, -57.941008 -34.911137)",,
2714068780,2714068778,0,548450851,True,,,Calle 54,residential,40,14.456,"LINESTRING (-57.9411815 -34.9113189, -57.9410832 -34.9112169)",,
2714068783,3088512175,0,271845557,False,4,RP11,Avenida 122,primary,60,75.942,"LINESTRING (-57.9199458 -34.9124339, -57.9193292 -34.912893)",,
2714068783,2767646086,0,271912467,False,4,,Avenida 66,primary,,139.941,"LINESTRING (-57.9199458 -34.9124339, -57.9209716 -34.91337)",,
2714068783,670440991,0,640736506,False,4,RP11,Avenida 122,primary,60,18.773,"LINESTRING (-57.9199458 -34.9124339, -57.9200971 -34.9123194)",,
2714068784,2760841966,0,481283495,True,2,,Plaza Domingo Matheu,secondary,40,97.347,"LINESTRING (-57.9281022 -34.9197828, -57.9291687 -34.9198242)",,
2714068786,2773910995,0,271823512,True,1,,Avenida 66,secondary,,10.446,"LINESTRING (-57.9225217 -34.9147031, -57.9226069 -34.9147659)",,
2714068786,250913710,0,292215157,True,,,Diagonal 113,residential,40,11.67,"LINESTRING (-57.9225217 -34.9147031, -57.9224121 -34.9147573)",,
2714068786,2618213840,0,264446987,True,2,,Diagonal 79,secondary,60,186.773,"LINESTRING (-57.9225217 -34.9147031, -57.9243979 -34.9147356, -57.9245693 -34.9147448)",,
2714068787,2761285279,0,176337776,True,,,Avenida 53,secondary,30,10.989,"LINESTRING (-57.9477963 -34.9161892, -57.947877 -34.9162626)",,
2714068787,249417867,0,278106348,True,3,,Avenida 7,secondary,60,230.041,"LINESTRING (-57.9477963 -34.9161892, -57.9478841 -34.9161238, -57.9483519 -34.9157756, -57.9489569 -34.9153253, -57.9490061 -34.9152887, -57.9496645 -34.9147988)",,
2714068795,2761285496,0,285554704,True,1,,Diagonal 73,secondary,40,165.422,"LINESTRING (-57.9438934 -34.9209157, -57.9457037 -34.9210152)",,
2714068795,249417714,0,285555033,True,,,Calle 8,residential,40,11.21,"LINESTRING (-57.9438934 -34.9209157, -57.9438024 -34.9209835)",,
2714068797,2761285506,0,285554702,True,1,,Diagonal 73,secondary,40,12.908,"LINESTRING (-57.943871 -34.9210447, -57.9437297 -34.9210375)",,
2714068797,249417352,0,285554990,True,,,Calle 59,residential,40,127.76,"LINESTRING (-57.943871 -34.9210447, -57.9447968 -34.9219072)",,
2714068802,652179159,0,278863471,True,1,,Calle 12,secondary,40,11.866,"LINESTRING (-57.9524611 -34.92128, -57.9525126 -34.921249, -57.9525696 -34.9212213)",,
2714068804,2714068806,0,285554724,True,2,,Diagonal 74,secondary,60,14.242,"LINESTRING (-57.9558815 -34.9017954, -57.9558711 -34.9019232)",,
2714068804,6127586011,0,285554814,True,,,Calle 2,residential,40,10.232,"LINESTRING (-57.9558815 -34.9017954, -57.9557976 -34.9018565)",,
2714068806,6127586011,0,285554882,True,,,Calle 39,residential,40,9.997,"LINESTRING (-57.9558711 -34.9019232, -57.9557976 -34.9018565)",,
2714068806,2714068827,0,285554719,True,2,,Diagonal 74,secondary,60,178.741,"LINESTRING (-57.9558711 -34.9019232, -57.9557833 -34.9033465, -57.955772 -34.9035286)",,
2714068809,6127586004,0,48316237,True,2,,Diagonal 74,secondary,60,182.254,"LINESTRING (-57.9557633 -34.9036757, -57.9557523 -34.9038568, -57.9556714 -34.9051782, -57.9556632 -34.9053127)",,
2714068809,249718477,0,283164244,True,,,Calle 40,residential,40,127.622,"LINESTRING (-57.9557633 -34.9036757, -57.9558529 -34.9037534, -57.9566934 -34.9045332)",,
2714068812,2714068813,0,48392290,True,2,,Calle 41,residential,40,9.318,"LINESTRING (-57.9555831 -34.9053728, -57.9556559 -34.9054316)",,
2714068813,249718476,0,270655805,True,,,Calle 41,residential,40,130.85999999999999,"LINESTRING (-57.9556559 -34.9054316, -57.9557556 -34.9055219, -57.9566196 -34.9063036)",,
2714068813,2635165834,0,272846171,True,2,,Diagonal 74,secondary,60,185.531,"LINESTRING (-57.9556559 -34.9054316, -57.9556459 -34.9055918, -57.9555833 -34.9065888, -57.9555561 -34.9070981)",,
2714068815,6127586008,0,272846214,True,,,Calle 42,residential,30,6.7,"LINESTRING (-57.9555514 -34.9071828, -57.9555016 -34.9071385)",,
2714068815,2635165843,0,285554742,True,2,,Diagonal 74,secondary,60,179.8,"LINESTRING (-57.9555514 -34.9071828, -57.9554689 -34.9084427, -57.955447 -34.9087975)",,
2714068818,4421429495,0,48316231,True,,,Calle 43,residential,40,5.24,"LINESTRING (-57.9553193 -34.9088294, -57.9553575 -34.9088646)",,
2714068818,6127586007,0,285554725,True,2,,Diagonal 74,secondary,60,183.69599999999997,"LINESTRING (-57.9553193 -34.9088294, -57.9554212 -34.9074737, -57.9554449 -34.9071806)",,
2714068819,247814546,0,48316231,True,,,Calle 43,residential,40,128.074,"LINESTRING (-57.9554384 -34.9089364, -57.9563712 -34.9097975)",,
2714068819,2714068822,0,285554742,True,2,,Diagonal 74,secondary,60,109.868,"LINESTRING (-57.9554384 -34.9089364, -57.9553844 -34.9098117, -57.9553776 -34.9099232)",,
2714068822,651226587,0,481151573,True,3,,Plaza Italia,secondary,,56.256,"LINESTRING (-57.9553776 -34.9099232, -57.9556882 -34.9099868, -57.9559385 -34.9101176)",,
2714068827,2714068809,0,278134873,True,2,,Diagonal 74,secondary,60,16.376,"LINESTRING (-57.955772 -34.9035286, -57.9557633 -34.9036757)",,
2714068827,6127585580,0,278134961,True,,,Calle 3,residential,40,10.984,"LINESTRING (-57.955772 -34.9035286, -57.9556835 -34.9035956)",,
2714068829,2714068830,0,270886938,True,2,,Calle 6,secondary,40,18.356,"LINESTRING (-57.9460968 -34.9157757, -57.9462312 -34.9156528)",,
2714068829,2892150819,0,270886940,True,,,Calle 54,residential,40,19.942,"LINESTRING (-57.9460968 -34.9157757, -57.945946 -34.9156458)",,
2714068829,250019937,0,463527605,True,2,,Diagonal 79,secondary,60,128.28300000000002,"LINESTRING (-57.9460968 -34.9157757, -57.9457833 -34.9157549, -57.9456839 -34.9157517, -57.9446917 -34.9157204)",,
2714068830,651224051,0,271809806,True,2,,Calle 6,secondary,40,24.163,"LINESTRING (-57.9462312 -34.9156528, -57.9464277 -34.915507)",,
2714068831,2601160395,0,285554707,True,1,,Diagonal 73,secondary,60,17.913,"LINESTRING (-57.9309194 -34.9205051, -57.9307232 -34.9204967)",,
2714068831,249767935,0,452293821,True,,,Calle 65,residential,40,126.791,"LINESTRING (-57.9309194 -34.9205051, -57.9318352 -34.9213632)",,
2714068833,2714068831,0,292215290,True,,,Calle 65,residential,40,13.384,"LINESTRING (-57.9308177 -34.9204183, -57.930839 -34.9204365, -57.9309194 -34.9205051)",,
2714068833,2601160395,0,292215291,True,,,Calle 2,residential,40,12.259,"LINESTRING (-57.9308177 -34.9204183, -57.9307964 -34.9204348, -57.9307232 -34.9204967)",,
2714068834,4421429534,0,271162998,True,,,Calle 61,residential,40,7.352,"LINESTRING (-57.9393584 -34.920775, -57.9393044 -34.9207259)",,
2714068834,4421429535,0,390818127,True,,,Calle 6,residential,40,7.137,"LINESTRING (-57.9393584 -34.920775, -57.9394163 -34.9207318)",,
2714068835,2714068840,0,285554676,True,1,,Diagonal 73,secondary,60,18.095,"LINESTRING (-57.935188 -34.9206875, -57.9349898 -34.9206791)",,
2714068835,249767870,0,285555003,True,,,Calle 63,residential,40,12.725000000000001,"LINESTRING (-57.935188 -34.9206875, -57.9351072 -34.9206142, -57.9350944 -34.9206026)",,
2714068837,2714068838,0,292215325,True,,,Calle 64,residential,40,8.933,"LINESTRING (-57.9329512 -34.9205373, -57.9330195 -34.9205949)",,
2714068837,2714068839,0,548449663,True,,,Calle 3,residential,40,8.336,"LINESTRING (-57.9329512 -34.9205373, -57.9328851 -34.9205891)",,
2714068838,2714068839,0,285554707,True,1,,Diagonal 73,secondary,60,12.271,"LINESTRING (-57.9330195 -34.9205949, -57.9328851 -34.9205891)",,
2714068838,249767874,0,292215325,True,,,Calle 64,residential,40,127.38,"LINESTRING (-57.9330195 -34.9205949, -57.9339537 -34.9214467)",,
2714068839,2714068831,0,285554707,True,1,,Diagonal 73,secondary,60,179.464,"LINESTRING (-57.9328851 -34.9205891, -57.9309194 -34.9205051)",,
2714068839,249767935,0,548449663,True,,,Calle 3,residential,40,128.732,"LINESTRING (-57.9328851 -34.9205891, -57.9318352 -34.9213632)",,
2714068840,2714068838,0,285554707,True,1,,Diagonal 73,secondary,60,179.884,"LINESTRING (-57.9349898 -34.9206791, -57.9330195 -34.9205949)",,
2714068842,2714068843,0,23190387,True,1,,Diagonal 73,secondary,60,11.812,"LINESTRING (-57.9372642 -34.9207723, -57.9371347 -34.9207691)",,
2714068842,249767779,0,390818126,True,,,Calle 62,residential,40,128.447,"LINESTRING (-57.9372642 -34.9207723, -57.9382087 -34.9216294)",,
2714068843,2714068835,0,23190387,True,1,,Diagonal 73,secondary,60,177.72,"LINESTRING (-57.9371347 -34.9207691, -57.935188 -34.9206875)",,
2714068843,249767827,0,390818125,True,,,Calle 5,residential,40,125.359,"LINESTRING (-57.9371347 -34.9207691, -57.9361156 -34.9215259)",,
2714068844,2714068842,0,23190387,True,1,,Diagonal 73,secondary,60,182.012,"LINESTRING (-57.9392579 -34.9208562, -57.9372642 -34.9207723)",,
2714068844,2714068834,0,390818127,True,,,Calle 6,residential,40,12.864,"LINESTRING (-57.9392579 -34.9208562, -57.9393392 -34.9207905, -57.9393584 -34.920775)",,
2714068845,2714068844,0,390818128,True,1,,Diagonal 73,secondary,60,16.725,"LINESTRING (-57.9394412 -34.9208504, -57.9392579 -34.9208562)",,
2714068845,2714068834,0,271162998,True,,,Calle 61,residential,40,11.282,"LINESTRING (-57.9394412 -34.9208504, -57.9393768 -34.9207918, -57.9393584 -34.920775)",,
2719409497,1839947563,0,270339114,True,3,055-10,Avenida 32,primary,60,139.306,"LINESTRING (-57.9750527 -34.9061697, -57.9740294 -34.9052395)",,
2719409497,3119925903,0,271163014,True,3,,Avenida 13,secondary,60,64.374,"LINESTRING (-57.9750527 -34.9061697, -57.9751113 -34.9061346, -57.975623 -34.9058285)",,
2719409499,2761285409,0,271163016,True,2,,Avenida 13,secondary,,142.294,"LINESTRING (-57.9751337 -34.9062433, -57.9739751 -34.9071005)",,
2719409499,2719409497,0,271163023,True,3,055-10,Avenida 32,primary,60,11.024,"LINESTRING (-57.9751337 -34.9062433, -57.9750527 -34.9061697)",,
2719409514,2719409517,0,283889429,True,3,055-10,Avenida 72,primary,60,14.245,"LINESTRING (-57.9402079 -34.942229, -57.9403122 -34.9423244)",,
2719409514,251034050,0,283889428,True,2,,Avenida 19,secondary,60,142.432,"LINESTRING (-57.9402079 -34.942229, -57.9402841 -34.9421726, -57.940323 -34.9421438, -57.9403429 -34.9421291, -57.9403711 -34.9421083, -57.9403987 -34.9420878, -57.9404331 -34.9420624, -57.9404638 -34.9420396, -57.9404977 -34.9420146, -57.9405303 -34.9419904, -57.9405697 -34.9419613, -57.9405998 -34.9419391, -57.9407107 -34.941857, -57.9408438 -34.9417585, -57.9408821 -34.9417302, -57.9409096 -34.9417098, -57.9409381 -34.9416888, -57.9409625 -34.9416707, -57.9409901 -34.9416503, -57.9410228 -34.9416261, -57.941055 -34.9416023, -57.9412679 -34.9414448, -57.9413679 -34.9413708)",,
2719409517,199807874,0,283889429,True,3,055-10,Avenida 72,primary,60,63.815,"LINESTRING (-57.9403122 -34.9423244, -57.9407797 -34.9427516)",,
2719409517,251033602,0,650773601,True,2,,Avenida 19,secondary,60,60.821999999999996,"LINESTRING (-57.9403122 -34.9423244, -57.9401131 -34.942469, -57.9400727 -34.9424983, -57.9398124 -34.9426868)",,
2719409520,2719409521,0,285554534,True,3,055-10,Avenida 31,primary,60,14.618,"LINESTRING (-57.987281 -34.9284882, -57.987161 -34.9285754)",,
2719409521,253100200,0,285554534,True,3,055-10,Avenida 31,primary,60,89.312,"LINESTRING (-57.987161 -34.9285754, -57.9864279 -34.9291082)",,
2719409521,253099855,0,285554560,True,,,Avenida 38,secondary,60,67.066,"LINESTRING (-57.987161 -34.9285754, -57.9869839 -34.9284198, -57.9866698 -34.9281265)",,
2719578266,251045731,0,23208759,True,2,,Boulevard 120,primary,40,70.334,"LINESTRING (-57.9451095 -34.8959761, -57.9443673 -34.8961479)",,
2731088485,251045793,0,263444720,True,3,,Diagonal 80,secondary,60,196.992,"LINESTRING (-57.9490622 -34.9050624, -57.9490766 -34.9049137, -57.9490989 -34.9045932, -57.9491036 -34.9045402, -57.9491249 -34.9040698, -57.9491737 -34.9032933)",,
2731088485,250760975,0,270655804,True,,,Avenida 44,residential,60,138.198,"LINESTRING (-57.9490622 -34.9050624, -57.9489946 -34.9049837, -57.9487765 -34.9047911, -57.9487465 -34.9047636, -57.9480535 -34.9041358)",,
2732298212,247814615,0,48334346,True,2,,Plaza Adolfo Alsina,secondary,40,99.493,"LINESTRING (-57.9566233 -34.8995911, -57.9565813 -34.9004852)",,
2732298212,249718513,0,23128288,True,2,,Avenida 1,tertiary,60,63.428,"LINESTRING (-57.9566233 -34.8995911, -57.957103 -34.8992361, -57.9571396 -34.8992089)",,
2747934098,253617457,0,23376146,True,,,Calle 30,residential,40,70.171,"LINESTRING (-57.9555242 -34.9496118, -57.9560941 -34.9491875)",,
2747934098,2747934100,0,269626984,False,,,Calle 68 Bis,residential,,77.895,"LINESTRING (-57.9555242 -34.9496118, -57.9549716 -34.9490774)",,
2747934100,2747934098,0,269626984,False,,,Calle 68 Bis,residential,,77.895,"LINESTRING (-57.9549716 -34.9490774, -57.9555242 -34.9496118)",,
2751198335,630639881,0,263444760,True,2,,Diagonal 80,secondary,60,13.023,"LINESTRING (-57.948929 -34.9069598, -57.9489313 -34.9068427)",,
2751198335,249767960,0,292215310,True,,,Calle 2,residential,40,120.14,"LINESTRING (-57.948929 -34.9069598, -57.9488598 -34.9070119, -57.9479585 -34.9076905)",,
2756694097,2714068845,0,285554602,True,1,,Diagonal 73,secondary,60,107.513,"LINESTRING (-57.9406173 -34.9209206, -57.9404489 -34.9209111, -57.9394412 -34.9208504)",,
2756694097,2601160410,0,481920558,True,2,,Plaza Dardo Rocha,secondary,40,17.154,"LINESTRING (-57.9406173 -34.9209206, -57.9406181 -34.920839, -57.9406291 -34.9207669)",circular,
2756694101,2714068822,0,481151575,True,3,,Plaza Italia,secondary,,11.614,"LINESTRING (-57.9552504 -34.9099179, -57.9553776 -34.9099232)",,
2756694101,4421429496,0,258108837,True,2,,Diagonal 74,secondary,60,113.77199999999999,"LINESTRING (-57.9552504 -34.9099179, -57.9552584 -34.9097906, -57.9553151 -34.9088961)",,
2760841933,249768021,0,285554774,True,,,Calle 46,residential,40,9.765,"LINESTRING (-57.9468506 -34.9066989, -57.946923 -34.9067636)",,
2760841933,2760841968,0,460616652,True,,,Avenida 1,secondary,,125.711,"LINESTRING (-57.9468506 -34.9066989, -57.9477958 -34.9059924, -57.9478943 -34.9059799)",,
2760841935,2760841933,0,278250601,True,,,Avenida 1,secondary,60,116.764,"LINESTRING (-57.9459024 -34.9074046, -57.9467873 -34.906746, -57.9468506 -34.9066989)",,
2760841935,620704652,0,285554929,True,,,Calle 47,residential,40,136.7,"LINESTRING (-57.9459024 -34.9074046, -57.9455266 -34.9070625, -57.9452166 -34.9067804, -57.9448989 -34.9064913)",,
2760841952,2618213850,0,287907721,True,,,Avenida 1,secondary,,9.522,"LINESTRING (-57.9352697 -34.9153298, -57.9353487 -34.9152738)",,
2760841952,2767484552,0,287907779,True,2,,Diagonal 79,secondary,60,177.77599999999998,"LINESTRING (-57.9352697 -34.9153298, -57.9351059 -34.9153211, -57.9350066 -34.9153164, -57.9334325 -34.9152418, -57.9333233 -34.9152366)",,
2760841955,2767484552,0,271809802,True,,,Calle 61,residential,40,126.334,"LINESTRING (-57.9342239 -34.9161, -57.9333233 -34.9152366)",,
2760841955,2760841952,0,271809803,True,2,,Avenida 1,secondary,,128.16899999999998,"LINESTRING (-57.9342239 -34.9161, -57.9351058 -34.9154503, -57.9351472 -34.9154198, -57.9352697 -34.9153298)",,
2760841957,2760841955,0,285554510,True,2,,Avenida 1,secondary,60,139.955,"LINESTRING (-57.9330797 -34.916939, -57.9342239 -34.9161)",,
2760841957,250913684,0,285554999,True,,,Calle 62,residential,40,10.981,"LINESTRING (-57.9330797 -34.916939, -57.93316 -34.9170126)",,
2760841959,2760841957,0,285554512,True,2,,Avenida 1,secondary,60,136.893,"LINESTRING (-57.9319653 -34.917764, -57.9330797 -34.916939)",,
2760841959,250914043,0,285555003,True,,,Calle 63,residential,40,139.399,"LINESTRING (-57.9319653 -34.917764, -57.9309402 -34.9168339)",,
2760841961,2760841959,0,285554512,True,2,,Avenida 1,secondary,60,140.109,"LINESTRING (-57.9308222 -34.9186061, -57.9319653 -34.917764)",,
2760841961,250913690,0,285555009,True,,,Calle 64,residential,40,10.851,"LINESTRING (-57.9308222 -34.9186061, -57.930902 -34.9186785)",,
2760841964,2760841961,0,271123724,True,2,,Avenida 1,secondary,60,133.503,"LINESTRING (-57.929733 -34.9194085, -57.9308222 -34.9186061)",,
2760841964,250913693,0,292215322,True,,,Calle 65,residential,40,10.908,"LINESTRING (-57.929733 -34.9194085, -57.9298121 -34.9194821)",,
2760841966,2760841964,0,271123724,True,2,,Avenida 1,secondary,60,69.165,"LINESTRING (-57.9291687 -34.9198242, -57.929733 -34.9194085)",,
2760841966,250773939,0,481283502,True,2,,Plaza Domingo Matheu,secondary,40,10.927,"LINESTRING (-57.9291687 -34.9198242, -57.9292488 -34.9198973)",,
2760841968,4771977471,0,285554509,False,,,Avenida 1,secondary,60,6.661,"LINESTRING (-57.9478943 -34.9059799, -57.9479525 -34.9059437)",,
2760841968,249768021,0,287907723,True,,,Avenida 1,secondary,60,125.949,"LINESTRING (-57.9478943 -34.9059799, -57.9478803 -34.9060523, -57.947094 -34.9066348, -57.946923 -34.9067636)",,
2760841980,251045772,0,23208772,True,,,Calle 121,residential,40,135.896,"LINESTRING (-57.9483507 -34.8929751, -57.9494607 -34.8921598)",,
2760841980,2760841982,0,308311812,True,1,,Avenida 38,secondary,,138.992,"LINESTRING (-57.9483507 -34.8929751, -57.949279 -34.8938263, -57.949368 -34.8939058)",,
2760841982,251045720,0,272133989,True,,,Calle 120,primary,40,14.738,"LINESTRING (-57.949368 -34.8939058, -57.9492435 -34.8939903)",,
2760841982,2760841986,0,287312563,True,2,,Avenida 38,primary,,68.497,"LINESTRING (-57.949368 -34.8939058, -57.9495401 -34.894065, -57.9497925 -34.8943043, -57.9498617 -34.89437)",,
2760841986,251045718,0,23208758,False,2,,Boulevard 83,secondary,60,15.168,"LINESTRING (-57.9498617 -34.89437, -57.9497277 -34.8944508)",,
2760841986,2760842003,0,271123732,True,3,,Diagonal 80,secondary,60,39.504,"LINESTRING (-57.9498617 -34.89437, -57.9498394 -34.8947248)",,
2760841986,2760841988,0,271123730,True,1,,Avenida 38,secondary,60,139.549,"LINESTRING (-57.9498617 -34.89437, -57.9499447 -34.8944561, -57.9508906 -34.8952985)",,
2760841986,251045721,0,271823501,True,2,055-10,Boulevard 83,primary,60,137.173,"LINESTRING (-57.9498617 -34.89437, -57.9499206 -34.8943332, -57.9510649 -34.8936298)",,
2760841988,2760841990,0,271123730,True,1,,Avenida 38,secondary,60,138.494,"LINESTRING (-57.9508906 -34.8952985, -57.9519098 -34.8962218)",,
2760841988,251045717,0,463524657,True,,,Calle 119,residential,40,14.209,"LINESTRING (-57.9508906 -34.8952985, -57.9507746 -34.8953838)",,
2760841990,2760841993,0,271123730,True,1,,Avenida 38,secondary,60,137.008,"LINESTRING (-57.9519098 -34.8962218, -57.9529182 -34.8971351)",,
2760841990,251045767,0,285554786,True,,,Calle 118,residential,40,135.756,"LINESTRING (-57.9519098 -34.8962218, -57.9530105 -34.8953999)",,
2760841993,2760841996,0,271123730,True,1,,Avenida 38,secondary,60,136.938,"LINESTRING (-57.9529182 -34.8971351, -57.953926 -34.898048)",,
2760841993,251045715,0,463705550,True,,,Calle 117,residential,40,15.503,"LINESTRING (-57.9529182 -34.8971351, -57.9527921 -34.8972286)",,
2760841996,251045765,0,23208784,True,,,Calle 116,residential,40,135.169,"LINESTRING (-57.953926 -34.898048, -57.9550432 -34.8972492)",,
2760841996,2760841999,0,271123730,True,1,,Avenida 38,secondary,60,138.192,"LINESTRING (-57.953926 -34.898048, -57.954943 -34.8989693)",,
2760841999,251045713,0,463718737,True,,,Calle 115,residential,40,16.781,"LINESTRING (-57.954943 -34.8989693, -57.9548066 -34.8990706)",,
2760841999,2760842001,0,463718738,True,1,,Avenida 38,secondary,,73.482,"LINESTRING (-57.954943 -34.8989693, -57.9554847 -34.8994585)",,
